Cu_Content_at%,Temperature_C,Hardness_HV
54,510,293.5446485462106
55,510,293.2771350472877
56,510,293.06176232994574
57,510,292.88035325826144
58,510,292.7123035779106
59,510,292.53470490076114
60,510,349.022532091304
61,510,348.74889984711456
62,510,348.3853906711072
63,510,347.9024535075117
64,510,347.26986918166506
65,510,346.4572755877699
66,510,345.4347424604546
67,510,344.17338269923636
68,510,342.6459847381174
69,510,340.82764850007646
70,510,338.6964061615589
71,510,336.23380836085465
72,510,333.42545666920597
73,510,330.26146412086473
74,510,326.7368273463421
75,510,322.8516963124424
76,510,318.6115307490057
77,510,314.02713591076656
78,510,309.1145742342076
79,510,303.89495353778375
80,510,298.39409650514136
81,510,292.6421001111307
82,510,286.6727972349937
83,510,280.5231358069289
84,510,274.2324933306218
85,510,220.59194642267101
86,510,214.1435160514959
87,510,207.67940942054355
88,510,201.2412789365609
89,510,194.86951748046883
90,510,188.60260733337785
91,510,182.47653770612976
92,510,176.52430299910122
93,510,170.77549081366857
94,510,165.2559654865725
95,510,159.98764966035475
96,510,154.98840326563308
97,510,150.27199638884326
98,510,145.84816992843912
99,510,141.72277577803172
100,510,137.8979865678075
0,520,154.5739842725098
1,520,162.25126394665878
2,520,169.9804003177823
3,520,177.7199764574773
4,520,185.4273073122464
5,520,193.05901068749768
6,520,200.57160663659704
7,520,207.92213271065808
8,520,215.06876180593449
9,520,221.97140900548987
10,520,228.5923138693571
11,520,234.8965850875168
12,520,240.8526952630158
13,520,246.4329148143602
14,520,251.61367553948952
15,520,256.37585621866384
16,520,260.7049846908966
17,520,264.5913530507588
18,520,268.03004490687897
19,520,271.0208759452017
20,520,282.96825127427513
21,520,285.0809451247393
22,520,286.7718103644776
23,520,288.0574269160252
24,520,288.95769947483706
25,520,289.49541588809046
26,520,289.69577813821917
27,520,289.5859180706156
28,520,289.19440981128844
29,520,288.5507902510965
30,520,287.6850980543138
31,520,286.6274404181288
32,520,285.4075953140522
33,520,284.05465523889194
34,520,282.5967166559616
35,520,281.06061738587886
36,520,279.47172228321375
37,520,277.8537556837987
38,520,276.2286773996091
39,520,274.6165975416069
40,520,301.2357242270303
41,520,299.70233732843275
42,520,298.2307808878753
43,520,296.83346667800026
44,520,295.52088165361465
45,520,294.30159269743444
46,520,293.1822430986097
47,520,292.1675365716519
48,520,291.2602062683793
49,520,290.46096808286103
50,520,289.7684595122192
51,520,289.17916731767383
52,520,288.6873491274449
53,520,288.28495583166676
54,520,287.9615630384893
55,520,287.7043208980151
56,520,287.49793217863765
57,520,287.32466853951877
58,520,287.164434447186
59,520,286.9948871236257
60,520,343.1916193061259
61,520,342.92840949274404
62,520,342.5775418168974
63,520,342.11019484098256
64,520,341.4968955044171
65,520,340.7080313444672
66,520,339.71441107664583
67,520,338.48786082552266
68,520,337.0018408810581
69,520,335.23206595132314
70,520,333.1571106002592
71,520,330.7589809825198
72,520,328.02363416782003
73,520,324.9414273004656
74,520,321.5074805446008
75,520,317.72194016433616
76,520,313.59013108830175
77,520,309.1225917885423
78,520,304.3349881185705
79,520,299.24790674294667
80,520,293.88653278098644
81,520,288.2802201105832
82,520,282.46196627421426
83,520,276.46780695443096
84,520,270.3361474208889
85,520,217.1070501049091
86,520,210.8214984735041
87,520,204.52065763055492
88,520,198.2451515812215
89,520,192.03437590264144
90,520,185.92586274501934
91,520,179.9547127424152
92,520,174.1531056605578
93,520,168.54989858034276
94,520,163.17031724576114
95,520,158.0357430273819
96,520,153.1635948925646
97,520,148.56730294309955
98,520,144.25636757380082
99,520,140.2364961945114
100,520,136.50980779298737
0,530,151.48588631042512
1,530,158.97725501057494
2,530,166.5192000612891
3,530,174.07132712177025
4,530,181.59200503624703
5,530,189.03892272032834
6,530,196.36967375108753
7,530,203.54235642628066
8,530,210.51617635703246
9,530,217.25203832653216
10,530,223.7131142033971
11,530,229.86537414712188
12,530,235.67806917495756
13,530,241.1241543512167
14,530,246.1806433748211
15,530,250.82888713062832
16,530,255.05477077657963
17,530,258.8488260962852
18,530,262.20625808450905
19,530,265.1268869779258
20,530,276.9650091225663
21,530,279.029182112544
22,530,280.6819414773036
23,530,281.9394577796343
24,530,282.8211442663093
25,530,283.3492261505544
26,530,283.5482831756398
27,530,283.44477729930867
28,530,283.0665771498846
29,530,282.4424903497927
30,530,281.6018139060437
31,530,280.5739116664787
32,530,279.3878263818722
33,530,278.0719322527267
34,530,276.6536320382049
35,530,275.1591009307724
36,530,273.61307752450847
37,530,272.03870039930683
38,530,270.45738717745354
39,530,268.8887514495013
40,530,295.4005517726724
41,530,293.9086660680345
42,530,292.4770842219884
43,530,291.11791155941785
44,530,289.84137611129324
45,530,288.65583324324274
46,530,287.5677622210227
47,530,286.58175062401955
48,530,285.70046412229283
49,530,284.92460093442395
50,530,284.25283219785103
51,530,283.6817314159687
52,530,283.2056979966613
53,530,282.8168815632938
54,530,282.505115103168
55,530,282.25786603031077
56,530,282.0602148031098
57,530,281.8948707950217
58,530,281.74223463306333
59,530,281.5805151843757
60,530,337.4859078037105
61,530,337.23283840031473
62,530,336.89427541478983
63,530,336.44210901336237
64,530,335.8475938279084
65,530,335.0818485300039
66,530,334.1164025705442
67,530,332.9237776895616
68,530,331.4780894447922
69,530,329.75565215030116
70,530,327.7355693659309
71,530,325.4002915159596
72,530,322.7361223912865
73,530,319.7336572191726
74,530,316.38813664733874
75,530,312.6997033286219
76,530,308.67355071869554
77,530,304.3199570938027
78,530,299.6542015161546
79,530,294.6963623637527
80,530,289.4710029331009
81,530,284.00675235226527
82,530,278.33579345149644
83,530,272.49327218917347
84,530,266.5166456054655
85,530,213.69498698674005
86,530,207.56826791460355
87,530,201.42663712290093
88,530,195.30971560653092
89,530,189.255926262366
90,530,183.30187456852033
91,530,177.48179452131117
92,530,171.8270713652206
93,530,166.36584969727818
94,530,161.12273243563683
95,530,156.1185730429451
96,530,151.3703604107261
97,530,146.89119305037548
98,530,142.69033679112357
99,530,138.77335812636227
100,530,135.14232372585352
0,540,148.4690957410951
1,540,155.7791189354607
2,540,163.13846974584595
3,540,170.5077511712813
4,540,177.8463599328938
5,540,185.1130296106881
6,540,192.26640080005012
7,540,199.2656063554506
8,540,206.07085910506427
9,540,212.64402909642268
10,540,218.94919748794695
11,540,224.9531746388873
12,540,230.62597076158391
13,540,235.94120866219077
14,540,240.87646957342528
15,540,245.41356482843855
16,540,249.53872808186406
17,540,253.2427248884074
18,540,256.5208786319338
19,540,259.3730139874902
20,540,271.103321223946
21,540,273.12014664766303
22,540,274.73571628476145
23,540,275.9658014454125
24,540,276.8293360616188
25,540,277.34799660413626
26,540,277.54575594021173
27,540,277.44842267952345
28,540,277.08317737151026
29,540,276.47811637586534
30,540,275.6618133539189
31,540,274.66290715752564
32,540,273.5097234693887
33,540,272.22993592850395
34,540,270.85027071749954
35,540,269.3962567610367
36,540,267.8920218551304
37,540,266.3601332861013
38,540,264.821479873257
39,540,263.2951909458741
40,540,289.69858660083474
41,540,288.2471527319388
42,540,286.85453381406086
43,540,285.53253629054865
44,540,284.2911356613879
45,540,283.1384809974944
46,540,282.0808915909831
47,540,281.1228417535017
48,540,280.2669313394816
49,540,279.5138413284259
50,540,278.86227566750637
51,540,278.30889246062003
52,540,277.8482293947635
53,540,277.47262991979136
54,540,277.1721780474434
55,540,276.9346506223966
56,540,276.7454964678336
57,540,276.58785186430157
58,540,276.4426013490603
59,540,276.2884918142382
60,540,331.9023063533723
61,540,331.65910230225995
62,540,331.33251551308234
63,540,330.8951301863346
64,540,330.31891067956064
65,540,329.5756887468761
66,540,328.637696779538
67,540,327.47813495823476
68,540,326.0717579298591
69,540,324.3954648101453
70,540,322.42887509388197
71,540,320.1548725059154
72,540,317.5600989977526
73,540,314.6353820013208
74,540,311.3760796731672
75,540,307.7823311440178
76,540,303.85920164266855
77,540,299.61671567381796
78,540,295.06977505828706
79,540,290.237962437158
80,540,285.1452346369833
81,540,279.8195139301384
82,540,274.29218854996395
83,540,268.5975366980348
84,540,262.77209059690307
85,540,210.3539588100586
86,540,204.38212601724155
87,540,198.3957496765263
88,540,192.43347253696192
89,540,186.5327688307171
90,540,180.729340243431
91,540,175.05657553104027
92,540,169.5450850335797
93,540,164.22231845550226
94,540,159.11227126674726
95,540,154.23528205613604
96,540,149.60792025796542
97,540,145.2429609802324
98,540,141.14944127802846
99,540,137.33279020753395
100,540,133.79502341225265
0,550,145.52185197871955
1,550,152.6549824137041
2,550,159.83622256152933
3,550,167.02714813664545
4,550,174.1881583587068
5,550,181.27900567925803
6,550,188.25935186102345
7,550,195.08933877189202
8,550,201.73016158881103
9,550,208.14463179119284
10,550,214.29771737681688
11,550,220.15704816008338
12,550,225.69337480382802
13,550,230.88097136944128
14,550,235.697972610977
15,550,240.12663894137094
16,550,244.15354390753458
17,550,247.76968106344037
18,550,250.97048925901714
19,550,253.75579749810046
20,550,265.3796925914527
21,550,267.3503147743975
22,550,268.9295882113943
23,550,270.132894817579
24,550,270.97870104450726
25,550,271.48814816896527
26,550,271.68461716599853
27,550,271.5932794284419
28,550,271.24064441557755
29,550,270.65411478550607
30,550,269.86155871334574
31,550,268.8909079551796
32,550,267.769788830113
33,550,266.5251917125604
34,550,265.1831829133499
35,550,263.76866104574685
36,550,262.3051581883602
37,550,260.81468443922597
38,550,259.3176128708654
39,550,257.83260050773254
40,550,284.1265398119938
41,550,282.7145343293686
42,550,281.35989165144684
43,550,280.07412671945116
44,550,278.8669687373952
45,550,277.7463655749169
46,550,276.718480500253
47,550,275.78767735390306
48,550,274.9564917996637
49,550,274.2255880035942
50,550,273.5937019125248
51,550,273.05757414206136
52,550,272.61187724418875
53,550,272.24914370965854
54,550,271.95970237683287
55,550,271.7316318811689
56,550,271.55074031568506
57,550,271.4005803276451
58,550,271.26250841676585
59,550,271.1157962162785
60,550,326.4378000471831
61,550,326.2041930818506
62,550,325.8892621055909
63,550,325.46626821740074
64,550,324.9078679773028
65,550,324.1865886158814
66,550,323.27534810909634
67,550,322.1480083275324
68,550,320.77994722807136
69,550,319.14863428931244
70,550,317.2341922025105
71,550,315.0199272948514
72,550,312.4928113292343
73,550,309.6438982090994
74,550,306.46866069851694
75,550,302.96723449306296
76,550,299.14455976058906
77,550,295.01041349989066
78,550,290.57932960452183
79,550,285.87040721843385
80,550,280.90701167202394
81,550,275.7163758343063
82,550,270.3291129603791
83,550,264.7786549200048
84,550,259.10063195194704
85,550,207.08221171591035
86,550,201.26141635646277
87,550,195.42643653059397
88,550,189.61496089447968
89,550,183.8635384381995
90,550,178.20698936963353
91,550,172.6778780733971
92,550,167.30605911753656
93,550,162.1183044708872
94,550,157.13801715312468
95,550,152.38503359152307
96,550,147.87551411958873
97,550,143.6219184267784
98,550,139.63306044249833
99,550,135.91423517905426
100,550,132.4674085135344
0,560,142.6424379065167
1,560,149.60301838982286
2,560,156.61052075292736
3,560,163.6274694092709
4,560,170.6152413252583
5,560,177.53458266794624
6,560,184.34615115468594
7,560,191.0110727541546
8,560,197.49150073779438
9,560,203.7511647728625
10,560,209.75589780035506
11,560,215.47412885740238
12,560,220.87733077554782
13,560,225.94041279186933
14,560,230.64204951526665
15,560,234.96493935064075
16,560,238.895987345211
17,560,242.4264094228946
18,560,245.55175704881694
19,560,248.27186344872388
20,560,259.7907145296605
21,560,261.7162495438242
22,560,263.2600982470049
23,560,264.43726277350083
24,560,265.265753636554
25,560,265.766190132967
26,560,265.96137595945453
27,560,265.87586102494816
28,560,265.535500267848
29,560,264.96701977221574
30,560,264.1975996454743
31,560,263.25448200619184
32,560,262.1646110772246
33,560,260.95431083826844
34,560,259.649004020644
35,560,258.2729744886647
36,560,256.8491733118484
37,560,255.39906715697452
38,560,253.94252608361143
39,560,252.49774647263808
40,560,278.6812037098439
41,560,277.307628433076
42,560,275.98999966831707
43,560,274.739548051878
44,560,273.56576257286946
45,560,272.47639486732885
46,560,271.4774560318579
47,560,270.5732021633504
48,560,269.76610631984073
49,560,269.0568162690698
50,560,268.4440991674518
51,560,267.92477610507984
52,560,267.4936511690992
53,560,267.14344122372154
54,560,266.8647138891407
55,560,266.6458421403532
56,560,266.4729844698092
57,560,266.3300996113586
58,560,266.1990043743801
59,560,266.0594821773041
60,560,321.08944841555706
61,560,320.8651768930241
62,560,320.561589256548
63,560,320.15260679094354
64,560,319.61156116817176
65,560,318.9116579239108
66,560,318.02648369167633
67,560,316.93054569476794
68,560,315.59982981047796
69,560,314.01236179796103
70,560,312.14875512097365
71,560,309.992728274952
72,560,307.5315746911154
73,560,304.756569152815
74,560,301.6632962019745
75,560,298.2518881838343
76,560,294.52716329306696
77,560,290.4986571335077
78,560,286.1805447556002
79,560,281.5914537437512
80,560,276.7541725362951
81,560,271.69526162031434
82,560,266.4445784069457
83,560,261.03472933014604
84,560,255.50046491494948
85,560,203.87803514827283
86,560,198.20452340458985
87,560,192.51717741020946
88,560,186.85275528507077
89,560,181.2469036214731
90,560,175.7335829133009
91,560,170.34455352764837
92,560,165.10893292065066
93,560,160.0528320588773
94,560,155.19907613938926
95,560,150.56701182632622
96,560,146.17240045313866
97,560,142.0273940784545
98,560,138.14058901498754
99,560,134.5171495407239
100,560,131.15899299507356
0,570,139.82917880346906
1,570,146.62144491849534
2,570,153.45947440797988
3,570,160.3067169608924
4,570,167.12550314973493
5,570,173.87754832215268
6,570,180.52448155991655
7,570,187.02838863495685
8,570,193.3523572577733
9,570,199.46101261332927
10,570,205.32103123031345
11,570,210.90162163570673
12,570,216.17496099935127
13,570,221.11657805146882
14,570,225.70567392674144
15,570,229.9253742079751
16,570,233.76290725792538
17,570,237.20970588012062
18,570,240.26143137440368
19,570,242.9179210841914
20,570,254.33306250413327
21,570,256.2145988655915
22,570,257.7238727846626
23,570,258.87551599162896
24,570,259.68709431857644
25,570,260.1787179700556
26,570,260.3726276175031
27,570,260.2927670304393
28,570,259.9643527865609
29,570,259.4134511005627
30,570,258.6665710006245
31,570,257.7502819950103
32,570,256.69086305134385
33,570,255.51398820794643
34,570,254.24445250666594
35,570,252.90594024106957
36,570,251.5208358167499
37,570,250.1100758865948
38,570,248.69303991665421
39,570,247.2874750175623
40,570,273.3594497963839
41,570,272.0233311902219
42,570,270.74177777176567
43,570,269.52574289192756
44,570,268.38448125584245
45,570,267.3255531109719
46,570,266.35482113941384
47,570,265.4764363546553
48,570,264.6928107547102
49,570,264.004576113877
50,570,263.41053002758645
51,570,262.907572073497
52,570,262.4906346262993
53,570,262.15261437146836
54,570,261.8843118154852
55,570,261.67438700561655
56,570,261.50934018235165
57,570,261.37352613981284
58,570,261.2492106319548
59,570,261.1166762263854
60,570,315.85438358936085
61,570,315.63919232663545
62,570,315.3466432717979
63,570,314.95130159543487
64,570,314.4271574128728
65,570,313.7480778174711
66,570,312.8883015910875
67,570,311.82296537592106
68,570,310.5286479600662
69,570,308.9839176486174
70,570,307.16986656061624
71,570,305.07061518327896
72,570,302.6737706741259
73,570,299.97082324287476
74,570,296.9574664494976
75,570,293.6338293716193
76,570,290.00461124226206
77,570,286.07911223036353
78,570,281.8711574031249
79,570,277.39891442825524
80,570,272.68460909554165
81,570,267.75414611130407
82,570,262.6366457045717
83,570,257.3639092535784
84,570,251.96982928983837
85,570,200.73976078490224
86,570,195.20987152146589
87,570,189.6664895761988
88,570,184.14546550782526
89,570,178.68156579114472
90,570,173.30791243246009
91,570,168.05548163260804
92,570,162.95267193517012
93,570,158.02494962465434
94,570,153.2945763419983
95,570,148.78042108050198
96,570,144.4978560249065
97,570,140.45873319844316
98,570,136.67143667010873
99,570,133.1410032114115
100,570,129.86930282248267
0,580,137.08044129756843
1,580,143.70852405078654
2,580,150.38124027672168
3,580,157.06294209473828
4,580,163.71689013881712
5,580,170.305745008038
6,580,176.79208316551848
7,580,183.1389264888153
8,580,189.31027405610317
9,580,195.2716244596407
10,580,200.99047698755476
11,580,206.43680041100382
12,580,211.58345884795438
13,580,216.40658522643164
14,580,220.88589420693222
15,580,225.00492800310693
16,580,228.75123031055858
17,580,232.11644545765
18,580,235.09634186711264
19,580,237.6907608983687
20,580,249.00349406348275
21,580,250.84209341275348
22,580,252.3176215120882
23,580,253.4443488330614
24,580,254.23940750581946
25,580,254.72241121219344
26,580,254.91505149948574
27,580,254.84068096344086
28,580,254.52389358223374
29,580,253.99011199342544
30,580,253.26519071495778
31,580,252.37504325159856
32,580,251.34529974094883
33,580,250.20100032706534
34,580,248.9663278600314
35,580,247.66438186612262
36,580,246.31699407798814
37,580,244.94458422071438
38,580,243.56605327962941
39,580,242.1987101876447
40,580,268.15822681650326
41,580,266.85861538236674
42,580,265.61222191665144
43,580,264.42972933107194
44,580,263.3201638312793
45,580,262.29089900156004
46,580,261.3476527738755
47,580,260.4944736728244
48,580,259.73371414397764
49,580,259.0659903630707
50,580,258.4901296130086
51,580,258.0031080211505
52,580,257.5999830823016
53,580,257.27382686339746
54,580,257.0156670072234
55,580,256.81444354547665
56,580,256.6569900288964
57,580,256.52804753311443
58,580,256.4103196721805
59,580,256.28457583884267
60,580,310.7298085074022
61,580,310.52344862198316
62,580,310.24164091514433
63,580,309.8595785456484
64,580,309.3518938151625
65,580,308.6930990408098
66,580,307.8580690511904
67,580,306.8225543669946
68,580,305.5637120480994
69,580,304.06063955003145
70,580,302.29489582907695
71,580,300.25099343901957
72,580,297.91684551775063
73,580,295.28415238245873
74,580,292.348713919499
75,580,289.11065601955823
76,580,285.574561891182
77,580,281.7495020813187
78,580,277.64896031504423
79,580,273.2906556987536
80,580,268.69626526552884
81,580,263.891054132212
82,580,258.9034235468156
83,580,253.7643897087476
84,580,248.50700833993727
85,580,197.66576149457765
86,580,192.27592396962788
87,580,186.87292689834885
88,580,181.49173568601597
89,580,176.16625842010743
90,580,170.92879932167676
91,580,165.80956978643698
92,580,160.8362671954303
93,580,156.03372906835992
94,580,151.42366740429028
95,580,147.0244853194169
96,580,142.85117545788728
97,580,138.9152972154365
98,580,135.22502765766026
99,580,131.78527919773515
100,580,128.59787566532475
0,590,134.3946323449052
1,590,140.8625607478737
2,590,147.37402061919136
3,590,153.89424422753154
4,590,160.38739930505398
5,590,166.8170683639321
6,590,173.14675185770125
7,590,179.3403846570143
8,590,185.36285470597298
9,590,191.18051243962807
10,590,196.76165959154176
11,590,202.07700640655457
12,590,207.1000869899475
13,590,211.80762354985256
14,590,216.17983159358312
15,590,220.20065967898287
16,590,223.8579590489059
17,590,227.14358033398292
18,590,230.05339643496035
19,590,232.58725262811015
20,590,243.79884681273055
21,590,245.59554457833406
22,590,247.03813535510233
23,590,248.14053727541142
24,590,248.91945947560734
25,590,249.3940313739911
26,590,249.58540895165416
27,590,249.51636822669755
28,590,249.21089594981163
29,590,248.69378707139947
30,590,247.99025775908055
31,590,247.12558171091027
32,590,246.1247562541376
33,590,245.01220328945965
34,590,243.81150859026386
35,590,242.5452013534899
36,590,241.23457428438724
37,590,239.8995429432335
38,590,238.55854164836649
39,590,237.22845197362122
40,590,263.07455885084863
41,590,261.81052853336075
42,590,260.5984022279721
43,590,259.44859908436723
44,590,258.3699224503857
45,590,257.36956385586916
46,590,256.45310005653596
47,590,255.62447961855625
48,590,254.88599690541284
49,590,254.23825287940804
50,590,253.6801037779353
51,590,253.2086003880351
52,590,252.81892223540086
53,590,252.50431243824477
54,590,252.25602016764122
55,590,252.06325852687783
56,590,251.91318614748425
57,590,251.79092084927726
58,590,251.6795932955973
59,590,251.56044768457735
60,590,305.7129951681761
61,590,305.5152239224928
62,590,305.2438676687377
63,590,304.8747320487662
64,590,304.3830756949486
65,590,303.74404021754077
66,590,302.9331207878349
67,590,301.92666664829875
68,590,300.7023988530103
69,590,299.23993094315836
70,590,297.5212771860205
71,590,295.5313325217899
72,590,293.2583085140469
73,590,290.6941103998786
74,590,287.8346417668156
75,590,284.6800253972925
76,590,281.2347313400329
77,590,277.5076061893829
78,590,273.51180075606
79,590,269.26459666016376
80,590,264.7871357269223
81,590,260.1040592752204
82,590,255.24306732375845
83,590,250.23441027925261
84,590,245.11032771494965
85,590,194.65445032009114
86,590,189.40118195379625
87,590,184.13507895152864
88,590,178.89024341963145
89,590,173.69974625192017
90,590,168.5950940753886
91,590,163.60575236373185
92,590,158.7587346472177
93,590,154.07826520500282
94,590,149.58551996498474
95,590,145.2984476688011
96,590,141.2316707908965
97,590,137.39646332450843
98,590,133.8008004427637
99,590,130.4494732709254
100,590,127.34426060814229
0,600,131.77019823396395
1,600,138.08190182159157
2,600,144.4360620817853
3,600,150.7987697015635
4,600,157.1350771149311
5,600,163.40946598503967
6,600,169.58633794243775
7,600,175.6305183089944
8,600,181.50776194856044
9,600,187.1852501069054
10,600,192.63206715057842
11,600,197.8196464910515
12,600,202.72217567887458
13,600,207.31695165290859
14,600,211.5846784013319
15,600,215.50970079350705
16,600,219.08017002617083
17,600,222.28813793860058
18,600,225.12957932998634
19,600,227.60434329674257
20,600,238.71603643670855
21,600,240.47184248234362
22,600,241.8822844718493
23,600,242.96093689768873
24,600,243.72409634616156
25,600,244.19041992854824
26,600,244.38054128290582
27,600,244.3166740854449
28,600,244.02221285187107
29,600,243.52134034308074
30,600,242.83865013729644
31,600,241.99879192274537
32,600,241.0261458404676
33,600,239.94453081228355
34,600,238.77695027676089
35,600,237.54537718298488
36,600,236.27057851743928
37,600,234.9719781234665
38,600,233.6675551744627
39,600,232.37377443671997
40,600,258.10554345577714
41,600,256.8761910639498
42,600,255.6974611695968
43,600,254.57951567268057
44,600,253.53094056560778
45,600,252.55874981871602
46,600,251.66838249713405
47,600,250.8636896765861
48,600,250.1469090725186
49,600,249.51862680942187
50,600,248.97772736428865
51,600,248.52133434048693
52,600,248.1447462816447
53,600,247.84137313398006
54,600,247.60268012730327
55,600,247.4181466943307
56,600,247.27524852110938
57,600,247.15947086979384
58,600,247.05436090913082
59,600,246.94162591965127
60,600,300.80128292477445
61,600,300.61186357446815
62,600,300.3506760364129
63,600,299.9941233132947
64,600,299.5180749040277
65,600,298.8982861746969
66,600,298.11085732297136
67,600,297.1327215306026
68,600,295.9421499208036
69,600,294.5192593782245
70,600,292.84650823946606
71,600,290.90916438997704
72,600,288.69573045086975
73,600,286.1983115196399
74,600,283.4129123246023
75,600,280.3396526166825
76,600,276.9828920787078
77,600,273.35125888183154
78,600,269.457579142098
79,600,265.3187077948858
80,600,260.95526467189876
81,600,256.3912826956903
82,600,251.65377796906236
83,600,246.7722540135281
84,600,241.77815440443476
85,600,191.70427948634796
86,600,186.58418368407857
87,600,181.4515701341276
88,600,176.3396989588327
89,600,171.28082452873178
90,600,166.30567556942646
91,600,161.4429900494741
92,600,156.7191145327038
93,600,152.15767519868876
94,600,147.7793251398039
95,600,143.6015699416768
96,600,139.63867104857167
97,600,135.90162409784122
98,600,132.3982073548861
99,600,129.1330936516652
100,600,126.10801786861978
0,610,129.20562361450337
1,610,135.36493490113628
2,610,141.56565460135465
3,610,147.7747106260974
4,610,153.95801826784833
5,610,160.0809361406204
6,610,166.10874480183548
7,610,172.00713803926016
8,610,177.74271623216924
9,610,183.2834709242615
10,610,188.5992497917955
11,610,193.66219155782724
12,610,198.4471210845542
13,610,202.9318958514141
14,610,207.0976962668147
15,610,210.92925372667116
16,610,214.41501197571523
17,610,217.54721909401172
18,610,220.32194926331277
19,610,222.73905530585557
20,610,233.7520547722615
21,610,235.46795402800356
22,610,236.8470162965443
23,610,237.9024809149338
24,610,238.65024210532232
25,610,239.1084963332715
26,610,239.29736779049964
27,610,239.2385216955974
28,610,238.9547749516197
29,610,238.46971324496883
30,610,237.80732293625772
31,610,236.9916451107425
32,610,236.04645796163635
33,610,234.99499231948454
34,610,233.85968366593283
35,610,232.6619624360206
36,610,231.4220828775084
37,610,230.15898925733774
38,610,228.890216841532
39,610,227.6318238798551
40,610,253.24834984923504
41,610,252.05279449194498
42,610,250.9066117582133
43,610,249.8197126497984
44,610,248.800471170199
45,610,247.8557281142082
46,610,246.99078825595805
47,610,246.20940758777445
48,610,245.5137685757127
49,610,244.90444287279774
50,610,244.3803424983836
51,610,243.9386620743241
52,610,243.57481622361863
53,610,243.28237760149298
54,610,243.05302216198413
55,610,242.87648909154035
56,610,242.74056330262172
57,610,242.63108842753726
58,610,242.53201785688455
59,610,242.42551052004762
60,610,295.99207682189547
61,610,295.8107784678467
62,610,295.55948388891795
63,610,295.215178699735
64,610,294.75432818340647
65,610,294.1532863081617
66,610,293.38874335989146
67,610,292.4382020421195
68,610,291.28046996593787
69,610,289.89615493186403
70,610,288.26814838171117
71,610,286.3820819381323
72,610,284.2267420935359
73,610,281.79442887125515
74,610,279.08124564321406
75,610,276.08730920367753
76,610,272.8168715945201
77,610,269.2783479565905
78,610,265.48424772799933
79,610,261.45100969428825
80,610,257.19874458170193
81,610,252.75089193782202
82,610,248.13380083549566
83,610,243.3762463516943
84,610,238.5088957171236
85,610,188.81373943295648
86,610,183.82350346230334
87,610,178.82105880826015
88,610,173.83884439781804
89,610,168.90831823826886
90,610,164.05945036027583
91,610,159.32026918942455
92,610,154.71647079056544
93,610,150.27109801081951
94,610,146.00429401589417
95,610,141.93313217696783
96,610,138.0715218219912
97,610,134.4301871050634
98,610,131.0167142455282
99,610,127.83566070271223
100,610,124.88871852270603
0,620,126.69943055041281
1,620,132.7100874252808
2,620,138.76113033636005
3,620,144.82030374737786
4,620,150.854364505245
5,620,156.82952652284195
6,620,162.71192758368215
7,620,168.4681084989303
8,620,174.065494287435
9,620,179.47286678449694
10,620,184.66081812990058
11,620,189.60217494408047
12,620,194.27238366560124
13,620,198.6498484746812
14,620,202.71621443710006
15,620,206.4565899319511
16,620,209.85970402892525
17,620,212.9179962036725
18,620,215.6276375667427
19,620,217.98848457420522
20,620,228.90396792804702
21,620,230.58092100596124
22,620,231.92935363152023
23,620,232.96217826137766
24,620,233.6948966879406
25,620,234.14525610443528
26,620,234.33288383451602
27,620,234.27891018062064
28,620,234.0055886944603
29,620,233.53592272976533
30,620,232.89330642179476
31,620,232.10118727929498
32,620,231.18275640979687
33,620,230.16067107259593
34,620,229.05681281532236
35,620,227.89208295368908
36,620,226.68623565629775
37,620,225.4577474544725
38,620,224.22372066697596
39,620,222.99981706397273
40,620,248.50021714142633
41,620,247.3375996768297
42,620,246.2231358213724
43,620,245.1664918733075
44,620,244.17583508125077
45,620,243.25783734016983
46,620,242.41767244885705
47,620,241.65900366385725
48,620,240.98395956594672
49,620,240.39309769398704
50,620,239.88535692967014
51,620,239.45800115988294
52,620,239.10655822098644
53,620,238.8247594599143
54,620,238.6044863521307
55,620,238.43573142447295
56,620,238.30658118098728
57,620,238.20322877594626
58,620,238.1100237921453
59,620,238.00956565657143
60,620,291.28284597391195
61,620,291.10944341792066
62,620,290.8677728499995
63,620,290.53538811197353
64,620,290.08933556118177
65,620,289.50655298845834
66,620,288.76430619858604
67,620,287.84065335531744
68,620,286.71492531169133
69,620,285.36820866333613
70,620,283.783817263872
71,620,281.94773749245235
72,620,279.84903270397484
73,620,277.48019303487376
74,620,274.83741806516326
75,620,271.92082170544734
76,620,268.7345510143128
77,620,265.28681336204045
78,620,261.5898093276134
79,620,257.65957182151226
80,620,253.51571503438154
81,620,249.1810997893109
82,620,244.68142459822116
83,620,240.04475407890172
84,620,235.3009982854345
85,620,185.98135787070402
86,620,181.11775079091265
87,620,176.2422364611981
88,620,171.38645288859047
89,620,166.5810813794141
90,620,161.85535200163858
91,620,157.23660115655622
92,620,152.74989047091566
93,620,148.41769386191552
94,620,144.25965715872965
95,620,140.2924321895002
96,620,136.52958485964717
97,620,132.98157454296157
98,620,129.65580015436407
99,620,126.55670662910973
100,620,123.68594423652226
0,630,124.25017759595433
1,630,130.1158256594733
2,630,136.02086262441662
3,630,141.93382934653974
4,630,147.82230344912773
5,630,153.6533330265242
6,630,159.39389192334662
7,630,165.01134706107536
8,630,170.4739277377095
