Cu_Content_at%,Temperature_C,Nanoindentation_Hardness_GPa
50,510,31.710122555507915
51,510,32.16353287542033
52,510,32.59513511590892
53,510,32.98839268626755
54,510,33.32821335955929
55,510,33.6017035548495
56,510,33.79877958022328
57,510,33.91260187725757
58,510,33.93980918342551
59,510,33.880541760844
60,510,33.73825568087013
61,510,33.51934281952299
62,510,36.78874960071909
63,510,36.444630906340976
64,510,36.05458334000137
65,510,35.630173711344284
66,510,35.18231389631547
67,510,34.72053201183859
68,510,34.25235220326973
69,510,33.78282155424271
70,510,33.314213140359385
71,510,32.84592299023578
72,510,32.37456639570415
73,510,31.894266399022392
74,510,31.397115167400635
75,510,30.873778100258072
76,510,30.314201578716627
77,510,29.708378813939177
78,510,29.047124678039495
79,510,28.32280992371487
80,510,27.530007836850174
81,510,26.66601194473212
82,510,25.731191561607496
83,510,22.10882883917727
84,510,21.046425953920107
85,510,19.933483371153464
86,510,18.782429002992018
87,510,17.60772275867673
88,510,16.425170763620166
89,510,15.251157792802738
90,510,14.101844760444445
91,510,12.992380137479026
92,510,11.936173162301086
93,510,10.944272769923517
94,510,10.024889604706233
95,510,9.18308985621867
96,510,8.420679872413622
97,510,7.7362913152557
98,510,7.125673196968403
99,510,6.582226981354285
100,510,6.098424330023079
0,520,7.311021950623585
1,520,8.20224820907802
2,520,9.12859509765637
3,520,10.078651084117537
4,520,11.04206134535378
5,520,12.009889479127143
6,520,12.975011139739216
7,520,13.932385688873152
8,520,14.87917518104247
9,520,15.81470050726754
10,520,16.74023781465993
11,520,17.658669829408097
12,520,18.574016830876737
13,520,19.49088039049901
14,520,20.413839143759063
15,520,21.346839428784154
16,520,22.292624366592378
17,520,23.252242814579603
18,520,24.224674718189785
19,520,25.206602016243004
20,520,26.192344884642736
21,520,27.173972325455033
22,520,24.23558461318389
23,520,25.17775363813613
24,520,26.082096482139
25,520,26.935948323759035
26,520,27.727093607404058
27,520,28.44450980193637
28,520,29.079076336778947
29,520,29.624202571546192
30,520,30.076332871971147
31,520,30.43529378504941
32,520,30.704457511795695
33,520,30.890706802486385
34,520,31.00419837203163
35,520,31.057934209841903
36,520,31.067161976137513
37,520,31.048636299205143
38,520,31.019781552931136
39,520,30.99780305267801
40,520,30.998797159987824
41,520,31.036911305021157
42,520,31.123602378600594
43,520,31.267036460108983
44,520,28.588664759178638
45,520,28.85500044278459
46,520,29.17960930877678
47,520,29.55531475745526
48,520,29.971604958712295
49,520,30.41521827087153
50,520,30.870872553286215
51,520,31.32209565675043
52,520,31.752108578571086
53,520,32.14470988283177
54,520,32.485110184969194
55,520,32.76066877036884
56,520,32.96149055983437
57,520,33.08085027623828
58,520,33.11542127969795
59,520,33.06529847580735
60,520,32.93381723391148
61,520,32.7271826142607
62,520,35.98793463820172
63,520,35.6582851449312
64,520,35.283369362138714
65,520,34.87446021358406
66,520,34.44219529782297
67,520,33.99586528722038
68,520,33.54280829539055
69,520,33.08794781187334
70,520,32.63350254356628
71,520,32.17888551505753
72,520,31.72079775358176
73,520,31.253509571880723
74,520,30.76931063357888
75,520,30.25909937898224
76,520,29.713073664732182
77,520,29.121478169381323
78,520,28.475360626363933
79,520,27.76728847630144
80,520,26.99198010216038
81,520,26.14681025244007
82,520,25.232157218479923
83,520,21.647569304127405
84,520,20.607739476712197
85,520,19.51828910048034
86,520,18.391373571488103
87,520,17.24113374962636
88,520,16.083026628394684
89,520,14.933076105607835
90,520,13.80708956506119
91,520,12.719887963590065
92,520,11.684596139993996
93,520,10.712036220833287
94,520,9.810260600196465
95,520,8.984252557044353
96,520,8.235813029422996
97,520,7.563643106268746
98,520,6.963628477604701
99,520,6.429361322088578
100,520,5.953525600862985
0,530,7.182527444508404
1,530,8.054124886414039
2,530,8.95988727500187
3,530,9.888649106706827
4,530,10.83027055231849
5,530,11.775993027659556
6,530,12.718824384823654
7,530,13.653805035944666
8,530,14.57812521329048
9,530,15.491083449000914
10,530,16.393889292815086
11,530,17.289324499463767
12,530,18.181286781853153
13,530,19.074248383173664
14,530,19.9726677239978
15,530,20.880395860280935
16,530,21.800120216247876
17,530,22.732885972424032
18,530,23.67773071203688
19,530,24.63146075118678
20,530,25.588588449215973
21,530,26.54143929466638
22,530,23.598926361041602
23,530,24.51297854710327
24,530,25.390098583823363
25,530,26.218017785922644
26,530,26.98490754367
27,530,27.680103057008537
28,530,28.294793118400275
29,530,28.82263098448617
30,530,29.260225484457404
31,530,29.607478256127212
32,530,29.867741971816574
33,530,30.047785065457244
34,530,30.157560142226185
35,530,30.209785218995965
36,530,30.219358464017628
37,530,30.202637460055744
38,530,30.176622560423812
39,530,30.15809010715729
40,530,30.162724744393234
41,530,30.204300565582546
42,530,30.293958339657703
43,530,30.43962071161955
44,530,27.78066271801661
45,530,28.04736166990399
46,530,28.37138903348784
47,530,28.745678069684605
48,530,29.15990541387316
49,530,29.6010632249856
50,530,30.054171706035362
51,530,30.50309030977619
52,530,30.931380286104933
53,530,31.323168410580905
54,530,31.663961926132423
55,530,31.94136792036874
56,530,32.14567635460404
57,530,32.27027439277887
58,530,32.31187003514726
59,530,32.27051471121433
60,530,32.14942671772824
61,530,31.954629453121193
62,530,35.2062628951948
63,530,34.89060301132487
64,530,34.53033119464109
65,530,34.13643393389796
66,530,33.719281459521156
67,530,33.287932954339546
68,530,32.84954515297426
69,530,32.40892103974005
70,530,31.968226318927925
71,530,31.526890607971808
72,530,31.081698565721226
73,530,30.627064149827646
74,530,30.15546965048754
75,530,29.658040793067748
76,530,29.125220684022416
77,530,28.547499221067753
78,530,27.91615117833699
79,530,27.223935715612832
80,530,26.465712567455665
81,530,25.63893547633353
82,530,24.74399120142861
83,530,21.196695499250648
84,530,20.178935216099116
85,530,19.11245735598719
86,530,18.009150953162763
87,530,16.882845056941132
88,530,15.748655454198307
89,530,14.622253335029196
90,530,13.519100507233624
91,530,12.45369770553983
92,530,11.43889159085593
93,530,10.485282289776501
94,530,9.600767084723854
95,530,8.790247658487909
96,530,8.055518987728583
97,530,7.395349246111056
98,530,6.805756861725085
99,530,6.280519515696563
100,530,5.81252772940103
0,540,7.056731204595666
1,540,7.9091665456692555
2,540,8.794838695238397
3,540,9.70282278363416
4,540,10.623189469916117
5,540,11.547354433079832
6,540,12.468455294158568
7,540,13.381612321676606
8,540,14.284043981909972
9,540,15.175027669872756
10,540,16.055708542831518
11,540,16.92877030269327
12,540,17.797991388773838
13,540,18.66771799571947
14,540,19.54229118632861
15,540,20.425468765533793
16,540,21.319883296619345
17,540,22.226575615114772
18,540,23.144638544965105
19,540,24.07099853042249
20,540,25.00035400369131
21,540,25.925279076923317
22,540,22.979490232477726
23,540,23.86626279088767
24,540,24.716973768499408
25,540,25.519738960587553
26,540,26.263105279487064
27,540,26.936754995975225
28,540,27.532176877460376
29,540,28.04326041685625
30,540,28.466773347730758
31,540,28.802689211922676
32,540,29.05434048859408
33,540,29.228383172853192
34,540,29.334570066823552
35,540,29.385341711092394
36,540,29.395255114654013
37,540,29.380280537220337
38,540,29.357004908901196
39,540,29.341786517057585
40,540,29.349908967563884
41,540,29.394782920686332
42,540,29.48724167019737
43,540,29.634971417219553
44,540,26.995276063621855
45,540,27.262199974063133
46,540,27.58552101443131
47,540,27.95828093829476
48,540,28.37034157956224
49,540,28.80894403955131
50,540,29.259404810405396
51,540,29.70590815303117
52,540,30.13234852735876
53,540,30.52317412289945
54,540,30.864182724556567
55,540,31.143224260745395
56,540,31.350770228780345
57,540,31.48031842031956
58,540,31.528611476242734
59,540,31.49565916938813
60,540,31.384566251070783
61,540,31.20117947381919
62,540,34.44324496485461
63,540,34.141109806062474
64,540,33.7950089050768
65,540,33.41564957764075
66,540,33.01314142076694
67,540,32.59631793255084
68,540,32.17215900387294
69,540,31.745350124210248
70,540,31.31800532566602
71,540,30.889570423568557
72,540,30.45691165487891
73,540,30.014583084554936
74,540,29.555254878366924
75,540,29.070274431866828
76,540,28.55032402851218
77,540,27.986132690896106
78,540,27.369196557254284
79,540,26.692461661567286
80,540,25.950925439062637
81,540,25.14211845711521
82,540,24.266435450487045
83,540,20.75596090247328
84,540,19.75977855727751
85,540,18.715765690867972
86,540,17.63555098767444
87,540,16.532658757364654
88,540,15.421871321733017
89,540,14.318515143695132
90,540,13.23771422654794
91,540,12.193656208750763
92,540,11.198915655477922
93,540,10.263875397123499
94,540,9.396280679245674
95,540,8.600952883599353
96,540,7.879680500009149
97,540,7.2312965139726
98,540,6.651948259707401
99,540,6.135593846694141
100,540,5.675324768782378
0,550,6.93356904994227
1,550,7.767297233928659
2,550,8.633360814455715
3,550,9.521070280804254
4,550,10.4207023689819
5,550,11.32384353656247
6,550,12.223758787569047
7,550,13.115647066398518
8,550,13.996755114050686
9,550,14.866340368286087
10,550,15.7254857356924
11,550,16.576779706888544
12,550,17.42388465828075
13,550,18.271023938397384
14,550,19.122424047487907
15,550,19.98175153423313
16,550,20.85158493517976
17,550,21.73296011336133
18,550,22.625022824599103
19,550,23.524815530647185
20,550,24.427216814426547
21,550,25.325041783854285
22,550,22.376801215276924
23,550,23.237106570810152
24,550,24.062198114832736
25,550,24.84056480100008
26,550,25.561117966466856
27,550,26.21387659823032
28,550,26.790620321871074
29,550,27.28546743084424
30,550,27.69533917287015
31,550,28.020277912536802
32,550,28.263595309499497
33,550,28.431836767588212
34,550,28.534559497200465
35,550,28.583932904138425
36,550,28.594180965596326
37,550,28.580896096249777
38,550,28.560262129792708
39,550,28.54822993494143
40,550,28.55969247808952
41,550,28.607706625464115
42,550,28.702806606377816
43,550,28.85244897124458
44,550,26.231871374793993
45,550,26.498888045230434
46,550,26.82138393278935
47,550,27.19250792043493
48,550,27.602303825147064
49,550,28.038256923434016
50,550,28.485974063157744
51,550,28.9299576597811
52,550,29.354428488157865
53,550,29.744149496949113
54,550,30.08520305418127
55,550,30.365677068255316
56,550,30.5762211344167
57,550,30.710441885279877
58,550,30.7651165865933
59,550,30.740215114744935
60,550,30.638732103319043
61,550,30.46634254045911
62,550,33.69840473401338
63,550,33.40934368690419
64,550,33.07695498293483
65,550,32.71167384274117
66,550,32.32335579452151
67,550,31.920614310031286
68,550,31.510256857159117
69,550,31.096854364471664
70,550,30.68247048758356
71,550,30.266566852813003
72,550,29.846089270841876
73,550,29.415728462196153
74,550,28.968337833192397
75,550,28.49548097221688
76,550,27.988073416089165
77,550,27.43707736816552
78,550,26.83420479467733
79,550,26.172583879585446
80,550,25.44734620006794
81,550,24.656097036051396
82,550,23.799238622119404
83,550,20.32512541664615
84,550,19.35004101308264
85,550,18.327997485431286
86,550,17.270369041380565
87,550,16.19038215798692
88,550,15.102493254084255
89,550,14.021691861480061
90,550,12.962771771799522
91,550,11.939614490768564
92,550,10.964528433627207
93,550,10.047683735939847
94,550,9.196676618719602
95,550,8.416249438748917
96,550,7.7081836987182495
97,550,7.071374990471769
98,550,6.502095827340922
99,550,5.994479807712663
100,550,5.541813957744846
0,560,6.812978439173896
1,560,7.628442947866251
2,560,8.475367373085632
3,560,9.343292405256618
4,560,10.2226965383719
5,560,11.105333592940065
6,560,11.984593612243527
7,560,12.855753049580557
8,560,13.71608694651912
9,560,14.564833922801487
10,560,15.403016714706618
11,560,16.233131367929712
12,560,17.058727326399787
13,560,17.883908219375765
14,560,18.712788719055293
15,560,19.548946076680494
16,560,20.39490563404234
17,560,21.251697693058972
18,560,22.118518717770105
19,560,22.992523210869827
20,560,23.868764166564816
21,560,24.740290288774993
22,560,21.79039780025745
23,560,22.625024322235213
24,560,23.425262646933525
25,560,24.17996388822228
26,560,24.878393028178714
27,560,25.51089571242948
28,560,26.06953357160628
29,560,26.548646482588044
30,560,26.945303980986534
31,560,27.25961427518779
32,560,27.4948676157279
33,560,27.65750063317488
34,560,27.756879064381355
35,560,27.804907370924916
36,560,27.81548442559076
37,560,27.803834037859126
38,560,27.78574700824415
39,560,27.776777147643067
40,560,27.791436908830644
41,560,27.84243874586834
42,560,27.94002600473466
43,560,28.09143218650393
44,560,25.489833439849303
45,560,25.756816570031024
46,560,26.078374251481417
47,560,26.447761138579192
48,560,26.855199866809652
49,560,27.28841521010271
50,560,27.733298557374123
51,560,28.174663962381967
52,560,28.597051764155392
53,560,28.98553315541997
54,560,29.326469252492483
55,560,29.60818118149707
56,560,29.82149326274755
57,560,29.960119209353625
58,560,30.0208708806606
59,560,30.00367995937309
60,560,29.911434292300395
61,560,29.74964185386924
62,560,32.97127900619601
63,560,32.69485530457435
64,560,32.375733988017046
65,560,32.02408508054015
66,560,31.64951644031975
67,560,31.260427028468975
68,560,30.8634561990454
69,560,30.46306317914177
70,560,30.06126250979623
71,560,29.65753124933196
72,560,29.248892825728902
73,560,28.830171247151284
74,560,28.394398638600926
75,560,27.933349438129497
76,560,27.43816665780622
77,560,26.900039884135207
78,560,26.310891512276708
79,560,25.664027269721927
80,560,24.95470940679937
81,560,24.18061585890058
82,560,23.3421559007073
83,560,19.903955188687448
84,560,18.949500050847693
85,560,17.948941781676197
86,560,16.91340584955031
87,560,15.855827645920185
88,560,14.79034507358291
89,560,13.731618349170708
90,560,12.694118470980266
91,560,11.69142761699719
92,560,10.735593865082999
93,560,9.836579157223452
94,560,9.001833641015194
95,560,8.236021905485325
96,560,7.540917990188314
97,560,6.91547795335673
98,560,6.356095862551731
99,560,5.857075996768456
100,560,5.411895618054791
0,570,6.694898426280628
1,570,7.492531581111551
2,570,8.3207743340869
3,570,9.16939253347771
4,570,10.029062202750298
5,570,10.891701177337353
6,570,11.750822237594079
7,570,12.601778192291663
8,570,13.441872395183754
9,570,14.270325747803751
10,570,15.0881028367082
11,570,15.897609955742443
12,570,16.70228666843816
13,570,17.506119937715802
14,570,18.313115282657467
15,570,19.126762580346718
16,570,19.949534807041374
17,570,20.782456152126276
18,570,21.62477164644485
19,570,22.473743986903255
20,570,23.324595016732967
21,570,24.170599857440134
22,570,21.219831590154094
23,570,22.029544301913784
24,570,22.805672900749766
25,570,23.537419977431796
26,570,24.214393687469823
27,570,24.827256566185103
28,570,25.36834365234107
29,570,25.832209401507775
30,570,26.21606657013616
31,570,26.52008633068576
32,570,26.7475369703589
33,570,26.904748135389962
34,570,27.000898116274737
35,570,27.04763247370273
36,570,27.058532708431816
37,570,27.04846303252633
38,570,27.032831019849077
39,570,27.026803516321753
40,570,27.044522321282965
41,570,27.098364608145282
42,570,27.198290797382008
43,570,27.351317755674522
44,570,24.768564724544905
45,570,25.035393706442495
46,570,25.35590569680951
47,570,25.723459769267873
48,570,26.128454263529296
49,570,26.55884886102331
50,570,27.00081379347314
51,570,27.43946837119056
52,570,27.859665887970582
53,570,28.24677940229277
54,570,28.587443065360137
55,570,28.8702065553161
56,570,29.08606560867347
57,570,29.228839284586392
58,570,29.295373989916214
59,570,29.285564860707034
60,570,29.20219619384444
61,570,29.05061357330882
62,570,32.26141713564249
63,570,31.99720744914414
64,570,31.690922209104404
65,570,31.352472966544592
66,570,30.991226146806387
67,570,30.61537157698137
68,570,30.23138469770979
69,570,29.843615821473623
70,570,29.454031603766847
71,570,29.062124163725795
72,570,28.664992637054215
73,570,28.25759103342583
74,570,27.833125785095735
75,570,27.38357696753166
76,570,26.900309431918593
77,570,26.374734493205988
78,570,25.79897971009105
79,570,25.16652386200704
80,570,24.472756491312435
81,570,23.71542618564245
82,570,22.894948815631277
83,570,19.492222434114463
84,570,18.55793892444683
85,570,17.578393122848837
86,570,16.564467363359146
87,570,15.528812542563912
88,570,14.485255263072709
89,570,13.448133866365001
90,570,12.431603805339588
91,570,11.448954580364596
92,570,10.51197961427739
93,570,9.630437058839902
94,570,8.811633879435973
95,570,8.060158135936263
96,570,7.377775952226947
97,570,6.76350177666606
98,570,6.213847705569484
99,570,5.723284017968489
100,570,5.285473055383883
0,580,6.579269617648752
1,580,7.359492873086764
2,580,8.169499822858185
3,580,8.999276541720187
4,580,9.839692442683612
5,580,10.682826094432349
6,580,11.522310753084518
7,580,12.353574442987213
8,580,13.173948828092916
9,580,13.982638153286818
10,580,14.780550817803277
11,580,15.570005985256788
12,580,16.35433631436247
13,580,17.1374150823432
14,580,17.923141271690294
15,580,18.71491927350534
16,580,19.515170524469777
17,580,20.324912585602696
18,580,21.143436992536646
19,580,21.968110915374588
20,580,22.794319655903877
21,580,23.615557789608264
22,580,20.664666919959995
23,580,21.450208187419754
24,580,22.20294850317164
25,580,22.91243155752464
26,580,23.56859850764763
27,580,24.162419290143628
28,580,24.686494003947544
29,580,25.135584884919112
30,580,25.50704299788481
31,580,25.801099695871812
32,580,26.021000782636467
33,580,26.172970680355785
34,580,26.26600417146505
35,580,26.3114938155001
36,580,26.322711283489745
37,580,26.314169971754414
38,580,26.300903783990474
39,580,26.297702433035408
40,580,26.318346666341903
41,580,26.374887264561526
42,580,26.477009463300025
43,580,26.63151972859781
44,580,24.067484855709818
45,580,24.334044573991626
46,580,24.653408755390675
47,580,25.0190395469159
48,580,25.42150792790581
49,580,25.84900398365968
50,580,26.287971204595248
51,580,26.723827907595496
52,580,27.141733870190674
53,580,27.527357772197586
54,580,27.86760120519278
55,580,28.15123782823454
56,580,28.36943154796661
57,580,28.51610506085682
58,580,28.588139261073746
59,580,28.585394330936946
60,580,28.510554162726155
61,580,28.368806449209867
62,580,31.56838067200843
63,580,31.315974706735652
64,580,31.02210733259065
65,580,30.696438180800968
66,580,30.34809832355262
67,580,29.985073694986028
68,580,29.61367991675869
69,580,29.238161102899277
70,580,28.860437220392594
71,580,28.48001508566322
72,580,28.094067678319664
73,580,27.697675803256764
74,580,27.2842158963086
75,580,26.84586858584563
76,580,26.374215064548373
77,580,25.860882860523986
78,580,25.29819956100606
79,580,24.679812617808885
80,580,24.00123556969807
81,580,23.260285705828817
82,580,22.45738506377428
83,580,19.089705266797093
84,580,18.17514651136047
85,580,17.21615139782373
86,580,16.223364601514426
87,580,15.209158962313126
88,580,14.187056831441776
89,580,13.17108194346697
90,580,12.175081287386664
91,580,11.212058184790095
92,580,10.293556958615348
93,580,9.429136278032631
94,580,8.62596275873094
95,580,7.888549151631466
96,580,7.218653235086938
97,580,6.6153458332307125
98,580,6.075253642417847
99,580,5.593008385534375
100,580,5.162452463508641
0,590,6.466034130293302
1,590,7.229258359272525
2,590,8.021464068829737
3,590,8.83285273827183
4,590,9.654483116975692
5,590,10.478591290269298
6,590,11.298928768941074
7,590,12.110997666530187
8,590,12.912157942197974
9,590,13.701598208637757
10,590,14.480172583532543
11,590,15.250115652221798
12,590,16.01465606949776
13,590,16.77755633683112
14,590,17.542611459367787
15,590,18.31314219573354
16,590,19.091519265248145
17,590,19.8787531187631
18,590,20.674179811336682
19,590,21.475267386973368
20,590,22.277559382123236
21,590,23.074763071100776
22,590,20.12448048838903
23,590,20.886570688323665
24,590,21.616622763472204
25,590,22.30451142362872
26,590,22.94050094711572
27,590,23.515859456020806
28,590,24.023444003409274
29,590,24.458218007476702
30,590,24.817666079061226
31,590,25.102077061549792
32,590,25.314673787988777
33,590,25.461577188552255
34,590,25.55160238907066
35,590,25.595894707588837
36,590,25.60742334241995
37,590,25.600359435503876
38,590,25.5893725333002
39,590,25.5888847933447
40,590,25.612325260979915
41,590,25.67142697490122
42,590,25.775607515231012
43,590,25.93146900500739
44,590,23.38603012011633
45,590,23.652210758991416
46,590,23.97033018592246
47,590,24.333952282240542
48,590,24.733817651382633
49,590,25.158342363648863
50,590,25.59423769592944
51,590,26.027214850749946
52,590,26.442733753825078
53,590,26.82675259296509
54,590,27.166434922014016
55,590,27.450773902519803
56,590,27.67109842681992
57,590,27.82143314539351
58,590,27.898693366037467
59,590,27.902705857805852
60,590,27.83605716465895
61,590,27.703781466625752
62,590,30.891743015425877
63,590,30.650743126239544
64,590,30.368888120785765
65,590,30.055592097600748
66,590,29.71975670187545
67,590,29.369169083755605
68,590,29.009989037068582
69,590,28.646357124660465
70,590,28.280147790902625
71,590,27.910882193524937
72,590,27.535805336907767
73,590,27.150121692805392
74,590,26.747373502106438
75,590,26.319936986200084
76,590,25.85960431677521
77,590,25.358213855810636
78,590,24.8082882112643
79,590,24.20363923703215
80,590,23.53990125603361
81,590,22.81495835938373
82,590,22.029238337280066
83,590,18.6961875337715
84,590,17.80091715460656
85,590,16.8620216901586
86,590,15.889913506365849
87,590,14.896693675568963
88,590,13.895587183281892
89,590,12.900310257645552
90,590,11.92440834270551
91,590,10.980604932328573
92,590,10.08020068035223
93,590,9.232558987388911
94,590,8.444708894478309
95,590,7.721089045632736
96,590,7.06344846569538
97,590,6.47091240040346
98,590,5.940218811615008
99,590,5.466156431030958
100,590,5.0427428317186
0,600,6.355135551257085
1,600,7.101761322861484
2,600,7.876589348685899
3,600,8.670031797618535
4,600,9.473332787179576
5,600,10.278882766550293
6,600,11.080549319662893
7,600,11.873907536352768
8,600,12.656345643577886
9,600,13.427037610303854
10,600,14.186785123320858
11,600,14.937740673734451
12,600,15.683031740391954
13,600,16.42631288982429
14,600,17.171277652912583
15,600,17.921164975078934
16,600,18.678295676306984
17,600,19.44367264801309
18,600,20.21667455331173
19,600,20.994866828665216
20,600,21.773946182809595
21,600,22.547826036045386
22,600,19.59886100013089
23,600,20.338199168757306
24,600,21.046242276720104
25,600,21.713186262146905
26,600,22.329608927066012
27,600,22.88706762818305
28,600,23.378668501728807
29,600,23.79956974501014
30,600,24.147384898251406
31,600,24.42245769545353
32,600,24.6279875433231
33,600,24.769993584288702
34,600,24.857115054192768
35,600,24.900255652621244
36,600,24.912089281575206
37,600,24.90645317531603
38,600,24.89766159875848
39,600,24.899778484472044
40,600,24.92589028036472
41,600,24.987420703266018
42,600,25.093527001720602
43,600,25.250612842228428
44,600,22.723652978138464
45,600,22.9893498343715
46,600,23.30613254534048
47,600,23.66766539487389
48,600,24.064855643441884
49,600,24.48634101072959
50,600,24.919095197567987
51,600,25.349116297599473
52,600,25.76215818181309
53,600,26.144462560979587
54,600,26.483449587077967
55,600,26.76832753651801
56,600,26.99058716337394
57,600,27.144353413971213
58,600,27.226575923220476
59,600,27.237049536456457
60,600,27.17826641900969
61,600,27.0551114990683
62,600,30.23108908161617
63,600,30.001109895748094
64,600,29.73087409960116
65,600,29.42955648423915
66,600,29.105835044390197
67,600,28.767303126396968
68,600,28.419968586754862
69,600,28.06787101728318
70,600,27.712840475330978
71,600,27.354412111368198
72,600,26.98990117905568
73,600,26.614632764703362
74,600,26.222310818334876
75,600,25.805502316071614
76,600,25.35620517795814
77,600,24.866463353230387
78,600,24.328989586821923
79,600,23.73775597097547
80,600,23.088514481804154
81,600,22.379214162685855
82,600,21.610288156404536
83,600,18.31145865495733
84,600,17.435050509386134
85,600,16.515814131676464
86,600,15.563934804359576
87,600,14.591247975914893
88,600,13.610687992543479
89,600,12.6356705126294
90,600,11.67944619545898
91,600,10.754464913871026
92,600,9.87178896191109
93,600,9.040590594146373
94,600,8.26776399572849
95,600,7.557674887859456
96,600,6.912063155031525
97,600,6.3301065689059435
98,600,5.808651113974538
99,600,5.34263821368978
100,600,4.926255855323014
0,610,6.246518898142759
1,610,6.976936747760149
2,610,7.734799931171941
3,610,8.510726696447303
4,610,9.296142644223837
5,610,10.083589497334636
6,610,10.867048770251909
7,610,11.642167429668003
8,610,12.40636193106386
9,610,13.158792553230604
10,610,13.900210349089713
11,610,14.632688133345859
12,610,15.359254965695175
13,610,16.083460250939353
14,610,16.808898493707918
15,610,17.538728611696637
16,610,18.275222338969918
17,610,19.01937458933636
18,610,19.770604794021764
19,610,20.526572414606758
20,610,21.28312242634577
21,610,22.034368039003972
22,610,19.087408818580503
23,610,19.804673281033175
24,610,20.49136653881162
25,610,21.13799624796034
26,610,21.73544441184241
27,610,22.27554892837526
28,610,22.751657374415274
29,610,23.159116512327724
30,610,23.495664336598356
31,610,23.761696959805352
32,610,23.9603899371445
33,610,24.097662300178747
34,610,24.181981078494474
35,610,24.224013842974518
36,610,24.23614619965595
37,610,24.23188961266254
38,610,24.225211909969843
39,610,24.229827888554144
40,610,24.258490264960052
41,610,24.32232162972326
42,610,24.430226023854
43,610,24.588414377404582
44,610,22.079821591758463
45,610,22.344934893668235
46,610,22.66029372894068
47,610,23.019661459739094
48,610,23.414109084356625
49,610,23.832491718015955
50,610,24.26204023048785
51,610,24.689033735810746
52,610,25.099513977198082
53,610,25.480000328954656
54,610,25.818164288652415
55,610,26.103424948888208
56,610,26.32743186086657
57,610,26.484408633440122
58,610,26.57133912989511
59,610,26.58798771199996
60,610,26.536755051917677
61,610,26.422380972425
62,610,29.586014976756086
63,610,29.36668302841461
64,610,29.107685255336538
65,610,28.817963208556968
66,610,28.505976863035503
67,610,28.179130616001956
68,610,27.84328417902413
69,610,27.502378687660908
70,610,27.158200918337158
71,610,26.81029967299209
72,610,26.456058721696373
73,610,26.090920787245285
74,610,25.70874753299849
75,610,25.30229197016234
76,610,24.863752665099998
77,610,24.385374037112502
78,610,23.860054205374983
79,610,23.281921440674797
80,610,22.64684232062734
81,610,21.952829039770805
82,610,21.200319707303283
83,610,17.9353134676267
84,610,17.07735139429704
85,610,16.177343760433455
86,610,15.245253870699255
87,610,14.29265755132652
88,610,13.33220508005861
89,610,12.377018322214123
90,610,11.440059757461881
91,610,10.533511703284994
92,610,9.668203284526303
93,610,8.853119642729087
94,610,8.095022770796973
95,610,7.398206633501691
96,610,6.764401608546458
97,610,6.192836154687094
98,610,5.680461125400735
99,610,5.222366433721366
100,610,4.812905849149764
0,620,6.140130580745624
1,620,6.8547212729004645
2,620,7.59602202343998
3,620,8.354852651436676
4,620,9.122816437093132
5,620,9.892603348076907
6,620,10.658306725084085
7,620,11.415644325643662
8,620,12.162060783166126
9,620,12.896703605961228
10,620,13.620274957911555
11,620,14.334770330611235
12,620,15.043123051907452
13,620,15.748780071981223
14,620,16.455239263236457
15,620,17.165581267766555
16,620,17.88202954213209
17,620,18.605570634071675
18,620,19.335662971918484
19,620,20.07005678550541
20,620,20.804740562687407
21,620,21.534021136693028
22,620,18.589735628732782
23,620,19.28558460999265
24,620,19.9515675727788
25,620,20.578494653433054
26,620,21.157543001601823
27,620,21.68082261320743
28,620,22.141915085151677
29,620,22.536349714575785
30,620,22.861984612485447
31,620,23.11926584303538
32,620,23.311344714060535
33,620,23.444041796174716
34,620,23.52565551546242
35,620,23.566622673852386
36,620,23.579047410147457
37,620,23.57612335207027
38,620,23.57148051016571
39,620,23.578493400540555
40,620,23.609589642164504
41,620,23.67559867636166
42,620,23.785178266251133
43,620,23.944352163820525
44,620,21.454019366494855
45,620,21.718454098753806
46,620,22.03230652405124
47,620,22.389437766781366
48,620,22.781079691097784
49,620,23.196300634219998
50,620,23.622583485269264
51,620,24.046482629218467
52,620,24.454321735592735
53,620,24.832892105762912
54,620,25.170111439608853
55,620,25.45560543438552
56,620,25.6811794320618
57,620,25.8411540952526
58,620,25.932547405248993
59,620,25.95509463248909
60,620,25.911107759508635
61,620,25.805185538656797
62,620,28.956127681807338
63,620,28.747081057458423
64,620,28.498951740297578
65,620,28.220453955003286
66,620,27.91983514531715
67,620,27.604315491725508
68,620,27.279610257673724
69,620,26.94956457351777
70,620,26.615923012153253
71,620,26.2782476928898
72,620,25.93398921096032
73,620,25.578705020027087
74,620,25.2064105986832
75,620,24.810040389324612
76,620,24.381988628071213
77,620,23.91469521334961
78,620,23.401238993882664
79,620,22.835900460566045
80,620,22.214657818119434
81,620,21.535584658496795
82,620,20.79912368460362
83,620,17.56755207547836
84,620,16.727629646973583
85,620,15.846430382935294
86,620,14.933700598081684
87,620,14.000762359287284
88,620,13.059988294808559
89,620,12.124213097362542
90,620,11.206117520707291
91,620,10.317622254882117
92,620,9.469328330103671
93,620,8.670037720405624
94,620,7.926382836101709
95,620,7.242587034416985
96,620,6.620370839521712
97,620,6.05901161369062
98,620,5.5555620125762655
99,620,5.105256348514137
100,620,4.702609663933968
0,630,6.035918363755675
